Port,Reference,Port(s),Protocol,Service,Details,Source
3097,https://www.speedguide.net/port.php?port=3097,3097,sctp,ituq2150-3-stc,ITU Q.2150.3 STC,Neophasis
3097,https://www.speedguide.net/port.php?port=3097,3097,sctp,iitu-bicc-stc,ITU-T Q.1902.1/Q.2150.3,Bekkoame
3097,https://www.speedguide.net/port.php?port=3097,3097,"tcp,udp",,Reserved,IANA
3097,https://www.speedguide.net/port.php?port=3097,3097,sctp,itu-bicc-stc,ITU-T Q.1902.1/Q.2150.3,IANA
3097,https://www.speedguide.net/port.php?port=3097,3074-3174,udp,applications,Rainbow Six Vegas,Portforward
3067,https://www.speedguide.net/port.php?port=3067,3067,tcp,trojans,"W32.Korgo.F [Symantec-2004-060111-5322-99] (2004.06.01) - worm that propagates using  Microsoft Windows LSASS Buffer Overrun Vulnerability (described in Microsoft Security Bulletin [MS04-011]) on TCP port 445. It also listens on TCP ports 113, 3067, and may use other random ports.



IANA registered for: FJHPJP",SG
3067,https://www.speedguide.net/port.php?port=3067,3067,tcp,korgo,[trojan] W32.Korgo.A and B,SANS
3067,https://www.speedguide.net/port.php?port=3067,3067,tcp,threat,W32.Korgo,Bekkoame
3067,https://www.speedguide.net/port.php?port=3067,3067,"tcp,udp",fjhpjp,FJHPJP,IANA
3057,https://www.speedguide.net/port.php?port=3057,3057,udp,games,Star Trek Armada II,SG
3057,https://www.speedguide.net/port.php?port=3057,3057,tcp,applications,"Borland CaliberRM StarTeam is vulnerable to a stack-based buffer overflow, caused by improper bounds checking by the PGMWebHandler::parse_request() function in STMulticastService. If MPX Events and the StarTeam Message Broker option is enabled during installation, a remote attacker from within the local network could send an overly long HTTP request to TCP port 3057 to overflow a buffer and execute arbitrary code on the system with SYSTEM privileges.

References: [CVE-2008-0311], [XFDB-41647], [BID-28602], [OSVDB-44039]",SG
3057,https://www.speedguide.net/port.php?port=3057,"2302, 3056, 3057, 6500, 13139, 16499, 29701",udp,applications,Star Trek - Armada 2,Portforward
3057,https://www.speedguide.net/port.php?port=3057,3057,"tcp,udp",goahead-fldup,GoAhead FldUp,IANA
3050,https://www.speedguide.net/port.php?port=3050,3050,"tcp,udp",gds_db,"Borland Interbase database



Stack-based buffer overflow in the database service (ibserver.exe) in Borland InterBase 2007 SP2 allows remote attackers to execute arbitrary code via a malformed opcode 0x52 request to TCP port 3050. 

References: [CVE-2008-1910], [BID-28730]



Integer overflow in Borland Interbase 2007 SP2 (8.1.0.256) allows remote attackers to execute arbitrary code via a malformed packet to TCP port 3050, which triggers a stack-based buffer overflow. NOTE: this issue might be related to [CVE-2008-0467].

References: [CVE-2008-2559] [BID-29302] [SECUNIA-30299]



Multiple stack-based buffer overflows in Borland InterBase LI 8.0.0.53 through 8.1.0.253, and WI 5.1.1.680 through 8.1.0.257, allow remote attackers to execute arbitrary code via (1) a long service attach request on TCP port 3050 to the (a) SVC_attach or (b) INET_connect function, (2) a long create request on TCP port 3050 to the (c) isc_create_database or (d) jrd8_create_database function, (3) a long attach request on TCP port 3050 to the (e) isc_attach_database or (f) PWD_db_aliased function, or unspecified vectors involving the (4) jrd8_attach_database or (5) expand_filename2 function.

References: [CVE-2007-5243] [BID-25917] [OSVDB-38609] [SECUNIA-27058]



A vulnerability has been discovered in Firebird, which can be exploited by malicious people to compromise a vulnerable system. The vulnerability is caused due to an error when processing requests and can be exploited to cause a buffer overflow via a specially crafted request sent to TCP port 3050.

References: [CVE-2013-2492], [SECUNIA-52506]



gds_db (IANA official)",SG
3050,https://www.speedguide.net/port.php?port=3050,3050,"tcp,udp",,gds_db (Interbase/Firebird) (official),Wikipedia
3050,https://www.speedguide.net/port.php?port=3050,3050,tcp,gds-db,"""gds_db",IANA
3050,https://www.speedguide.net/port.php?port=3050,3050,"tcp,udp",gds_db,gds_db,IANA
3050,https://www.speedguide.net/port.php?port=3050,3050,udp,gds-db,"""gds_db",IANA
3049,https://www.speedguide.net/port.php?port=3049,3049,udp,virus,"Linux.Jac.8759 [Symantec-2002-031117-1250-99] (2002.03.10) - an ELF file infector virus. It will infect up to 201 ELF files in the same directory from which it was executed. Additionally, if an infected executable is run as root, it will also switch to the /bin directory and infect another 201 ELF files there. 



Port is also IANA registered for NSWS.",SG
3049,https://www.speedguide.net/port.php?port=3049,3049,"tcp,udp",cfs,cryptographic file system (uses nfs),SANS
3049,https://www.speedguide.net/port.php?port=3049,3049,tcp,cfs,cryptographic file system (nfs) (proposed),Nmap
3049,https://www.speedguide.net/port.php?port=3049,3049,udp,cfs,cryptographic file system (nfs),Nmap
3049,https://www.speedguide.net/port.php?port=3049,3049,"tcp,udp",nsws,NSWS,IANA
3037,https://www.speedguide.net/port.php?port=3037,3037,"tcp,udp",hp-san-mgmt,"Novell File Reporter could allow a remote attacker to upload arbitrary files, caused by the improper handling of handling /FSF/CMD requests for records with NAME ""FSFUI"" and UICMD ""130"" by the NFRAgent.exe binary. By sending a specially-crafted HTTP request over port 3037 (TCP), a remote attacker could exploit this vulnerability using the FILE tag to upload a malicious PHP script, which could allow the attacker to execute arbitrary code with SYSTEM privileges.

References: [XFDB-80131]



IANA registered for HP SAN Mgmt",SG
3037,https://www.speedguide.net/port.php?port=3037,3037,"tcp,udp",hp-san-mgmt,HP SAN Mgmt,IANA
3031,https://www.speedguide.net/port.php?port=3031,3031,tcp,trojan,"MicroSpy



Program Linking, Remote Apple Events also use port 3031 (TCP/UDP).",SG
3031,https://www.speedguide.net/port.php?port=3031,3031,tcp,trojan,[trojan] MicroSpy,Trojans
3031,https://www.speedguide.net/port.php?port=3031,3031,"tcp,udp",agentvu,AgentVU,SANS
3031,https://www.speedguide.net/port.php?port=3031,3031,tcp,Microspy,[trojan] Microspy,SANS
3031,https://www.speedguide.net/port.php?port=3031,3031,"tcp,udp",eppc,Remote AppleEvents/PPC Toolbox,IANA
3030,https://www.speedguide.net/port.php?port=3030,3030,tcp,trojans,"NetPanzer uses port 3030 (TCP/UDP).



W32.Mytob.ET@mm [Symantec-2005-061516-3312-99] (2005.06.15) - mass-mailing worm with backdoor capabilities. Uses its own SMTP engine to spread. Connects to an IRC server and listens for remote commands on port 3030/tcp.



Backdoor.Slao [Symantec-2003-052610-2111-99] (2003.05.26) - a backdoor trojan horse that allows unauthorized access to an infected computer.



Port also used by the W32.Mytob.EQ, W32.Mytob.cz@mm [Symantec-2005-060214-2034-99] variants of the worm.



IANA registered for: Arepa Cas (TCP/UDP)",SG
3030,https://www.speedguide.net/port.php?port=3030,3030,"tcp,udp",,NetPanzer (unofficial),Wikipedia
3030,https://www.speedguide.net/port.php?port=3030,"2000-2001, 2038, 2050, 2051, 2069, 2085, 3010, 3030",tcp,applications,ICUII,Portforward
3030,https://www.speedguide.net/port.php?port=3030,3030,tcp,threat,W32.Mytob,Bekkoame
3030,https://www.speedguide.net/port.php?port=3030,3030,"tcp,udp",arepa-cas,Arepa Cas,IANA
3028,https://www.speedguide.net/port.php?port=3028,3028,"tcp,udp",liebdevmgmt_dm,"LiebDevMgmt_DM



Backdoor.Wortbot [Symantec-2005-021611-0236-99] also uses this port (TCP).",SG
3028,https://www.speedguide.net/port.php?port=3028,3028,tcp,threat,Wortbot,Bekkoame
3028,https://www.speedguide.net/port.php?port=3028,3028,tcp,LiebDevMgmt-DM,"""LiebDevMgmt_DM",IANA
3028,https://www.speedguide.net/port.php?port=3028,3028,"tcp,udp",LiebDevMgmt_DM,LiebDevMgmt_DM,IANA
3028,https://www.speedguide.net/port.php?port=3028,3028,udp,LiebDevMgmt-DM,"""LiebDevMgmt_DM",IANA
3024,https://www.speedguide.net/port.php?port=3024,3024,tcp,trojan,"WinCrash [Symantec-2000-121909-3241-99] trojan



The ClientTrust program in Novell BorderManager does not properly verify the origin of authentication requests, which could allow remote attackers to impersonate another user by replaying the authentication requests and responses from port 3024 of the victim's machine. 

References: [CVE-2000-0651], [BID-1440]



Port is also IANA registered for NDS_SSO",SG
3024,https://www.speedguide.net/port.php?port=3024,3024,tcp,trojan,[trojan] WinCrash,Trojans
3024,https://www.speedguide.net/port.php?port=3024,3024,tcp,WinCrash,[trojan] WinCrash,SANS
3024,https://www.speedguide.net/port.php?port=3024,3024,tcp,nds-sso,"""NDS_SSO",IANA
3024,https://www.speedguide.net/port.php?port=3024,3024,"tcp,udp",nds_sso,NDS_SSO,IANA
3024,https://www.speedguide.net/port.php?port=3024,3024,udp,nds-sso,"""NDS_SSO",IANA
3023,https://www.speedguide.net/port.php?port=3023,3023,udp,trojans,"W32.Trojan.Ranky.FV is a HTTP proxy trojan that once installed, allows an attacker to utilize the affected system to connect to other systems. This malcode has been reported to be downloaded and executed by W32.Worm.Mocbot variants which exploit the Windows Server Service Buffer Overflow vulnerability [MS06-040].",SG
3023,https://www.speedguide.net/port.php?port=3023,3023,"tcp,udp",magicnotes,magicnotes,IANA
3020,https://www.speedguide.net/port.php?port=3020,3020,"tcp,udp",applications,"managers/socketManager.ts in PreMiD through 2.1.3 has a locally hosted socketio web server (port 3020) open to all origins, which allows attackers to obtain sensitive Discord user information.

References: [CVE-2020-24928], [XFDB-187537]",SG
3020,https://www.speedguide.net/port.php?port=3020,3020,"tcp,udp",cifs,CIFS,IANA
3010,https://www.speedguide.net/port.php?port=3010,3010,tcp,applications,"Citrix NetScaler appliance uses port 3010 TCP  for non-secure high availability configuration synchronization.



Multiple stack-based buffer overflows in FSD 2.052 d9 and earlier, and FSFDT FSD 3.000 d9 and earlier, allow (1) remote attackers to execute arbitrary code via a long HELP command on TCP port 3010 to the sysuser::exechelp function in sysuser.cc and (2) remote authenticated users to execute arbitrary code via long commands on TCP port 6809 to the servinterface::sendmulticast function in servinterface.cc, as demonstrated by a PIcallsign command. 

References: [CVE-2007-5256] [BID-25883] [SECUNIA-27008]



Citrix NetScaler and Citrix NetScaler VPX are vulnerable to a denial of service, caused by an error in the nsconfigd daemon. By sending a specially-crafted message to TCP port 3008 and 3010, a remote attacker could exploit this vulnerability to cause the system to crash.

References: [BID-62788], [XFDB-87618]



Telerate Workstation (IANA official)",SG
3010,https://www.speedguide.net/port.php?port=3010,"2000-2001, 2038, 2050, 2051, 2069, 2085, 3010, 3030",tcp,applications,ICUII,Portforward
3010,https://www.speedguide.net/port.php?port=3010,3010,tcp,blazix-adm,Blazix webserver administration port,Neophasis
3010,https://www.speedguide.net/port.php?port=3010,3010,tcp,gw,Telerate Workstation,IANA
3010,https://www.speedguide.net/port.php?port=3010,3010,udp,ping-pong,Telerate Workstation,IANA
3008,https://www.speedguide.net/port.php?port=3008,3008,tcp,midnight-tech,"Citrix NetScaler appliance uses port 3008 TCP for Secure High Availability configuration synchronization



Citrix NetScaler and Citrix NetScaler VPX are vulnerable to a denial of service, caused by an error in the nsconfigd daemon. By sending a specially-crafted message to TCP port 3008 and 3010, a remote attacker could exploit this vulnerability to cause the system to crash.

References: [BID-62788], [XFDB-87618]



Miralix Proxy also uses this port.



IANA registered for: Midnight Technologies",SG
3008,https://www.speedguide.net/port.php?port=3008,3008,"tcp,udp",midnight-tech,Midnight Technologies,IANA
3006,https://www.speedguide.net/port.php?port=3006,3006,tcp,trojan,"Clandestine, Miralix SMS Client Connector



IANA registered for: Instant Internet Admin (TCP/UDP)",SG
3006,https://www.speedguide.net/port.php?port=3006,3006,tcp,,Miralix SMS Client Connector (unofficial),Wikipedia
3006,https://www.speedguide.net/port.php?port=3006,3006,tcp,trojan,Clandestine,Trojans
3006,https://www.speedguide.net/port.php?port=3006,3006,tcp,deslogind,,SANS
3006,https://www.speedguide.net/port.php?port=3006,3006,tcp,deslogind,deslogind,Nmap
3006,https://www.speedguide.net/port.php?port=3006,3006,"tcp,udp",ii-admin,Instant Internet Admin,IANA
3005,https://www.speedguide.net/port.php?port=3005,3005,tcp,plex,"Plex Media Server uses port 3005 TCP for locally controlling Plex Home Theater via Plex Companion.



Miralix TimeOut



The Simple Diagnostics Agent - versions 1.0 up to version 1.57, does not perform any authentication checks for functionalities that can be accessed via localhost on http port 3005. Due to lack of authentication checks, an attacker could access administrative or other privileged functionalities and read, modify, or delete sensitive information and configurations.

References: [CVE-2022-24396]



Genius License Manager (TCP/UDP) (IANA official)",SG
3005,https://www.speedguide.net/port.php?port=3005,3005,tcp,deslogin,encrypted symmetric telnet login,SANS
3005,https://www.speedguide.net/port.php?port=3005,3000-3005,"tcp,udp",applications,VidPhone,Portforward
3005,https://www.speedguide.net/port.php?port=3005,3005,tcp,deslogin,encrypted symmetric telnet/login,Nmap
3005,https://www.speedguide.net/port.php?port=3005,3005,"tcp,udp",geniuslm,Genius License Manager,IANA
3001,https://www.speedguide.net/port.php?port=3001,3001,tcp,applications,"Nessus Security Scanner

Galaxy Control Systems Access Control Systems

Redwood Broker

VidPhone

Miralix Phone Monitor

Opsware server (Satellite)



The web100 NDT (Network Diagnostic Tool) server uses ports 3001, 3002, and 3003 tcp to communicate with the Java applet on the client's desktop. NDT also uses port 7123/tcp.



Alt-N Technologies MDaemon 3.5.4 allows a remote attacker to create a denial of service via the URL request of a MS-DOS device (such as GET /aux) to the Worldclient service at port 3000, or the Webconfig service at port 3001. 

References: [CVE-2001-0583], [BID-2478]



DenyAll WAF before 6.4.1 allows unauthenticated remote command execution via TCP port 3001 because shell metacharacters can be inserted into the type parameter to the tailDateFile function in /webservices/stream/tail.php. An iToken authentication parameter is required but can be obtained by exploiting CVE-2017-14706. This affects DenyAll i-Suite LTS 5.5.0 through 5.5.12, i-Suite 5.6, Web Application Firewall 5.7, and Web Application Firewall 6.x before 6.4.1, with On Premises or AWS/Azure cloud deployments.

References: [CVE-2017-14705]



Tiandy IP cameras 5.56.17.120 do not properly restrict a certain proprietary protocol, which allows remote attackers to read settings via a crafted request to TCP port 3001, as demonstrated by config* files and extendword.txt.

References: [CVE-2017-15236]



IANA registered for: OrigoDB Server Native",SG
3001,https://www.speedguide.net/port.php?port=3001,3001,tcp,,Miralix Phone Monitor (unofficial),Wikipedia
3001,https://www.speedguide.net/port.php?port=3001,3001,tcp,nessusd,Nessus Security Scanner (www.nessus.org) Daemon,SANS
3001,https://www.speedguide.net/port.php?port=3001,3001,"tcp,udp",redwood-broker,Redwood Broker,SANS
3001,https://www.speedguide.net/port.php?port=3001,3001,tcp,nessus,Nessus Security Scanner (www.nessus.org) Daemon or chili!soft asp,Nmap
3001,https://www.speedguide.net/port.php?port=3001,3001,"tcp,udp",threat,MDaemon 3.1.1 Worldclient,Bekkoame
3001,https://www.speedguide.net/port.php?port=3001,3001,tcp,origo-native,"OrigoDB Server Native Interface, modified: 2013-03-29",IANA
3001,https://www.speedguide.net/port.php?port=3001,3001,udp,,"Reserved, modified: 2013-03-29",IANA
3001,https://www.speedguide.net/port.php?port=3001,3000-3005,"tcp,udp",applications,VidPhone,Portforward
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,various,"AdGuard Home Web Interface

Ruby on Rails applications default port

NodeJS

MDaemon WorldClient

Rocket Chat

NodeJS

Calista IP Phone (TCP/UDP)

Viewgate Classic DVR

Grafana (default http port)

GOGS (self-hosted GIT service)



Homeworld, Destroyer Command (TCP/UDP), Theef, Silent Hunter II (TCP/UDP), Active Worlds File Transfer (TCP/UDP), Miralix License server



Malware that uses this port: Remote Shutdown, InetSpy, 



Alt-N Technologies MDaemon 3.5.4 allows a remote attacker to create a denial of service via the URL request of a MS-DOS device (such as GET /aux) to the Worldclient service at port 3000, or the Webconfig service at port 3001. 

References: [CVE-2001-0583] [BID-2478]



WDaemon 9.5.4 allows remote attackers to access the /WorldClient.dll URI on TCP port 3000, which has unknown impact. NOTE: The researcher reports that the vendor response was ""this is not a security bug.""

References: [CVE-2007-0383] [OSVDB-34661]



Multiple stack-based buffer overflows in pdmwService.exe in SolidWorks Workgroup PDM 2014 SP2 allow remote attackers to execute arbitrary code via a long string in a opcode to port 3000.

References: [CVE-2014-100014]



Backdoor.Win32.Buterat.cxq / Insecure Permissions EoP - this malware creates an insecure dir under c:\ drive named ""process"", where it drops a random named executable and later moves it to C:\Users\[VICTIM]\AppData\Local\Temp where it sends SYN packets to TCP port 3000. The process dir grants change (C) permissions to the authenticated users group.

References: [MVID-2021-0063]



Cloud9 Integrated Development Environment server (IANA official)",SG
3000,https://www.speedguide.net/port.php?port=3000,3000,udp,btsync,"BitTorrent Sync (BTsync) uses port 3000 UDP to connect to torrent trackers. It also uses another configurable random UDP listen port (and/or UPnP).

Distributed Interactive Simulation (DIS) default port (unofficial)

Calista IP Phone, VidPhone

Trend Micro Antivirus products may use port 3000 UDP to communicate with their servers. 



Some games use this port: Homeworld, Destroyer Command (TCP/UDP), Theef, Silent Hunter II (TCP/UDP), Active Worlds File Transfer (TCP/UDP)",SG
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,,Miralix License server (unofficial),Wikipedia
3000,https://www.speedguide.net/port.php?port=3000,3000,udp,,"Distributed Interactive Simulation (DIS), modifiable default (unofficial)",Wikipedia
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,trojan,"InetSpy, Remote Shut, Theef",Trojans
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,InetSpy,[trojan] InetSpy,SANS
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,ppp,User-level ppp daemon,SANS
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,RemoteShut,[trojan] Remote Shut,SANS
3000,https://www.speedguide.net/port.php?port=3000,3000,"tcp,udp",remoteware-cl,RemoteWare Client,SANS
3000,https://www.speedguide.net/port.php?port=3000,"3000,5670,7777,7000-7100",tcp,applications,Active Worlds,Portforward
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,applications,Active Worlds File Transfer,Portforward
3000,https://www.speedguide.net/port.php?port=3000,3000,udp,applications,Calista IP Phone,Portforward
3000,https://www.speedguide.net/port.php?port=3000,3000,"tcp,udp",applications,Destroyer Command,Portforward
3000,https://www.speedguide.net/port.php?port=3000,"30,003,105","tcp,udp",applications,Settlers 4,Portforward
3000,https://www.speedguide.net/port.php?port=3000,"80,3000-3007,8800","tcp,udp",applications,Talon DVR,Portforward
3000,https://www.speedguide.net/port.php?port=3000,"300,018,075",udp,applications,Timespliters Future Perfect,Portforward
3000,https://www.speedguide.net/port.php?port=3000,3000-3005,"tcp,udp",applications,VidPhone,Portforward
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,ppp,"User-level ppp daemon, or chili!soft asp",Nmap
3000,https://www.speedguide.net/port.php?port=3000,3000,tcp,threat,W32.Mimail,Bekkoame
3000,https://www.speedguide.net/port.php?port=3000,3000,"tcp,udp",threat,FirstClass,Bekkoame
3000,https://www.speedguide.net/port.php?port=3000,3000,"tcp,udp",threat,MDaemon 3.1.1 Webconfig,Bekkoame
3000,https://www.speedguide.net/port.php?port=3000,3000,"tcp,udp",hbci,HBCI,IANA
3000,https://www.speedguide.net/port.php?port=3000,3000,"tcp,udp",remoteware-cl,RemoteWare Client,IANA
2989,https://www.speedguide.net/port.php?port=2989,2989,"tcp,udp",trojan,"Rat 1.2, Backdoor.Brador.A [Symantec-2004-080516-3455-99]",SG
2989,https://www.speedguide.net/port.php?port=2989,2989,udp,trojan,[trojan] Remote Administration Tool - RAT,Trojans
2989,https://www.speedguide.net/port.php?port=2989,2989,"tcp,udp",zarkov,ZARKOV,SANS
2989,https://www.speedguide.net/port.php?port=2989,2989,udp,RAT,[trojan] RAT,SANS
2989,https://www.speedguide.net/port.php?port=2989,2989,udp,RAT,[trojan] Remote Administration Tool - RAT,SANS
2989,https://www.speedguide.net/port.php?port=2989,2989,udp,threat,Remote Administration Tool - RAT Brador,Bekkoame
2989,https://www.speedguide.net/port.php?port=2989,2989,"tcp,udp",zarkov,"ZARKOV Intelligent Agent Communication, modified: 2014-02-17",IANA
2983,https://www.speedguide.net/port.php?port=2983,2983,tcp,trojan,Breach,SG
2983,https://www.speedguide.net/port.php?port=2983,2983,tcp,trojan,Breach,Trojans
2983,https://www.speedguide.net/port.php?port=2983,2983,"tcp,udp",netplan,NETPLAN,IANA
2968,https://www.speedguide.net/port.php?port=2968,2968,"tcp,udp",enpp,"Epson software update tool (EEventMan, MacOS)

Rtvscan (Symantec Antivirus) for Novell NetWare servers



SDBot trojan [Symantec-2002-051312-3628-99]



ENPP (IANA official)",SG
2968,https://www.speedguide.net/port.php?port=2968,2968,"tcp,udp",enpp,ENPP,IANA
2967,https://www.speedguide.net/port.php?port=2967,2967,tcp,worm,W32.Sagevo [Symantec-2006-121309-3331-99] (2006.12.13) - a worm that spreads by exploiting the Symantec Client Security and Symantec AntiVirus Elevation of Privilege (as described in Symantec Advisory SYM06-010). The worm lowers security settings and may download other threats.,SG
2967,https://www.speedguide.net/port.php?port=2967,2967,tcp,symantec,Symantec Endpoint Protection (SEP). The Group Update Provider (GUP) proxy functionality of SEP client listens on this port.,SG
2967,https://www.speedguide.net/port.php?port=2967,2967,tcp,,Symantec AntiVirus Corporate Edition (unofficial),Wikipedia
2967,https://www.speedguide.net/port.php?port=2967,2967,"tcp,udp",ssc-agent,Symantec System Center,SANS
2967,https://www.speedguide.net/port.php?port=2967,2967,"tcp,udp",symantec-av,Symantec AntiVirus (rtvscan.exe),Nmap
2967,https://www.speedguide.net/port.php?port=2967,2967,"tcp,udp",ssc-agent,SSC-AGENT,IANA
2954,https://www.speedguide.net/port.php?port=2954,2954,"tcp,udp",ovalarmsrv-cmd,"Integer overflow in ovalarmsrv.exe in HP OpenView Network Node Manager (OV NNM) 7.01, 7.51, and 7.53 allows remote attackers to execute arbitrary code via a crafted command to TCP port 2954, which triggers a heap-based buffer overflow.

References: [CVE-2008-2438], [BID-34738]



Multiple stack-based buffer overflows in ovalarmsrv in HP OpenView Network Node Manager (OV NNM) 7.51, and possibly 7.01, 7.50, and 7.53, allow remote attackers to execute arbitrary code via a long (1) REQUEST_SEV_CHANGE (aka number 47), (2) REQUEST_SAVE_STATE (aka number 61), or (3) REQUEST_RESTORE_STATE (aka number 62) request to TCP port 2954.

References: [CVE-2008-3544] [BID-28668] [SECUNIA-31688]



Port is also IANA registered for OVALARMSRV-CMD.",SG
2954,https://www.speedguide.net/port.php?port=2954,2954,"tcp,udp",ovalarmsrv-cmd,OVALARMSRV-CMD,IANA
2948,https://www.speedguide.net/port.php?port=2948,2948,udp,applications,"The Sony Ericsson W910i, W660i, K618i, K610i, Z610i, K810i, K660i, W880i, and K530i phones allow remote attackers to cause a denial of service (device reboot or hang-up) via a malformed WAP Push packet to SMS or UDP port 2948.

References: [CVE-2009-0396] [BID-33433]



ArcSoft MMS Composer 1.5.5.6 and possibly earlier, and 2.0.0.13 and possibly earlier, allow remote attackers to cause a denial of service (resource exhaustion and application crash) via WAPPush messages to UDP port UDP 2948.

References: [CVE-2006-4132] [BID-19451] [SECUNIA-21426]



WAP PUSH (IANA official)",SG
2948,https://www.speedguide.net/port.php?port=2948,2948,"tcp,udp",,WAP-push Multimedia Messaging Service (MMS) (official),Wikipedia
2948,https://www.speedguide.net/port.php?port=2948,2948,udp,wap-push,Windows Mobile devices often have this,Nmap
2948,https://www.speedguide.net/port.php?port=2948,2948,"tcp,udp",wap-push,WAP PUSH,IANA
2929,https://www.speedguide.net/port.php?port=2929,2929,tcp,amx-webadmin,"Trojans using this port: Konik



IANA registered for: AMX-WEBADMIN (PANJA-WEBADMIN)",SG
2929,https://www.speedguide.net/port.php?port=2929,2929,tcp,trojan,[trojan] Konik,Trojans
2929,https://www.speedguide.net/port.php?port=2929,2929,tcp,Konik,[trojan] Konik,SANS
2929,https://www.speedguide.net/port.php?port=2929,2929,"tcp,udp",panja-webadmin,PANJA-WEBADMIN,SANS
2929,https://www.speedguide.net/port.php?port=2929,2929,"tcp,udp",amx-webadmin,AMX-WEBADMIN,IANA
2904,https://www.speedguide.net/port.php?port=2904,2904,"tcp,udp,sctp",m2ua,"Trojan-Dropper.Win32.Small.fp / Unauthenticated Open Proxy - the malware listens on random TCP ports like 2904, 1200 etc. Third-party attackers who can connect to the infected system can relay requests from the original connection to the destination and then back to the origination system. Attackers may then be able to launch attacks, download files or port scan third party systems and it will appear as the attacks originated from that infected host.

References: [MVID-2021-0312]



M2UA (IANA official)",SG
2904,https://www.speedguide.net/port.php?port=2904,2904,"tcp,udp",m2ua,M2UA,IANA
2904,https://www.speedguide.net/port.php?port=2904,2904,sctp,m2ua,M2UA,IANA
2817,https://www.speedguide.net/port.php?port=2817,2817,tcp,trojans,W32.Mytob.FI@mm [Symantec-2005-061710-5807-99] (2005.06.17) - mass-mailing worm that opens a backdoor and listens for remote commands on port 2817/tcp.,SG
2817,https://www.speedguide.net/port.php?port=2817,2817,tcp,threat,W32.Mytob,Bekkoame
2817,https://www.speedguide.net/port.php?port=2817,2817,"tcp,udp",nmsigport,NMSig Port,IANA
2810,https://www.speedguide.net/port.php?port=2810,2810,udp,applications,"HP Intelligent Management Center (IMC) is vulnerable to a stack-based buffer overflow, caused by improper bounds checking by the dbman.exe component. By sending a specially-crafted packet to UDP port 2810, a remote attacker could overflow a buffer and execute arbitrary code on the system with SYSTEM privileges or cause the application to crash.

References: [CVE-2011-1850], [BID-47789]",SG
2810,https://www.speedguide.net/port.php?port=2810,2810,"tcp,udp",netsteward,Active Net Steward,IANA
2801,https://www.speedguide.net/port.php?port=2801,2801,tcp,trojan,Phineas Phucker trojan,SG
2801,https://www.speedguide.net/port.php?port=2801,2801,udp,games,The Guild 2,SG
2801,https://www.speedguide.net/port.php?port=2801,2801,tcp,PhineasPhucker,[trojan] Phineas Phucker,SANS
2801,https://www.speedguide.net/port.php?port=2801,"2302-2400, 2801, 3783, 6073, 6500, 6515, 13139, 27900",udp,applications,Spellforce - The Order of Dawn,Portforward
2801,https://www.speedguide.net/port.php?port=2801,"280,128,163,018,015,000",udp,applications,The Guild 2,Portforward
2801,https://www.speedguide.net/port.php?port=2801,2801,"tcp,udp",igcp,IGCP,IANA
2800,https://www.speedguide.net/port.php?port=2800,2800,tcp,trojan,Theef,SG
2800,https://www.speedguide.net/port.php?port=2800,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2800,https://www.speedguide.net/port.php?port=2800,2800,tcp,trojan,Theef,Trojans
2800,https://www.speedguide.net/port.php?port=2800,2800,"tcp,udp",acc-raid,ACC RAID,IANA
2784,https://www.speedguide.net/port.php?port=2784,2784,tcp,trojans,"Backdoor.Sdbot.AO [Symantec-2005-013016-4636-99] (2005.01.30) - worm with backdoor capabilities. Gives remote access to the compromised PC, via IRC channels on port 2784.",SG
2784,https://www.speedguide.net/port.php?port=2784,2784,udp,www-dev,world wide web - development,Nmap
2784,https://www.speedguide.net/port.php?port=2784,2784,tcp,threat,Sdbot,Bekkoame
2784,https://www.speedguide.net/port.php?port=2784,2784,"tcp,udp",www-dev,world wide web - development,IANA
2784,https://www.speedguide.net/port.php?port=2784,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
2774,https://www.speedguide.net/port.php?port=2774,2774,tcp,trojans,"trojans: SubSeven, SubSeven 2.1 Gold



Ports are also IANA registered for: RBackup Remote Backup",SG
2774,https://www.speedguide.net/port.php?port=2774,2774,tcp,trojan,"SubSeven , SubSeven 2.1 Gold",Trojans
2774,https://www.speedguide.net/port.php?port=2774,2774,"tcp,udp",pcbakcup2,PC Backup,SANS
2774,https://www.speedguide.net/port.php?port=2774,2774,tcp,SubSeven2.1Gold,[trojan] SubSeven 2.1 Gold,SANS
2774,https://www.speedguide.net/port.php?port=2774,2774,tcp,SubSeven,[trojan] SubSeven,SANS
2774,https://www.speedguide.net/port.php?port=2774,2774,"tcp,udp",rbakcup2,RBackup Remote Backup,IANA
2774,https://www.speedguide.net/port.php?port=2774,2700-2800,tcp,,KnowShowGo P2P (official),Wikipedia
